CustomerID,CustomerName,ShopName,Channel,Phone,Email,AddressLine,Area,City,Pincode,GSTIN,RegistrationDate,Status
16,Mahesh Babu,Annapurna Super Mart,HoReCa,9033099804,maheshbabu1829@demo.in,"123, Street Maharanipeta",Maharanipeta,Visakhapatnam,53016,37GKWNQ9326TA9O,2021-11-08 00:00:00,Active
17,Deepak Naidu,Lakshmi Cool Drinks,HoReCa,8383658130,deepaknaidu3318@mail.com,"106, Rd Seethammadhara",Seethammadhara,Visakhapatnam,53096,37LYGBI3293CDLE,2020-07-18 00:00:00,Active
18,Vikram Kumar,Om Beverages,Wholesale,9321869125,vikramkumar969@mail.com,"56, Rd Old Town",Old Town,Visakhapatnam,53062,37HXRPU5675XEEI,2021-06-20 00:00:00,Active
19,Anusha Naidu,Sri Café,HoReCa,9848681231,anushanaidu8278@mail.com,"189, Lane Kurmannapalem",Kurmannapalem,Visakhapatnam,53085,37AGXLF8815R9AG,2022-02-16 00:00:00,Inactive
20,Suma Reddy,Sri Cool Drinks,HoReCa,6814159992,sumareddy3233@mail.com,"104, Street Maharanipeta",Maharanipeta,Visakhapatnam,53087,37KGKLN1816ES41,2022-05-09 00:00:00,Active
21,Vikram Sharma,Om Cool Drinks,Retail,9386025500,vikramsharma9273@demo.in,"194, Street Yendada",Yendada,Visakhapatnam,53014,37UGPNI9345W91T,2020-07-02 00:00:00,Active
22,Vikram Naidu,Sai Hotel,Institutional,9274477997,vikramnaidu4324@demo.in,"172, Lane Akkayyapalem",Akkayyapalem,Visakhapatnam,53090,37YLJAM5314C5P8,2025-05-12 00:00:00,Active
23,Suma Gupta,Sai Café,Institutional,6603173468,sumagupta2444@example.com,"53, Nagar MVP Colony",MVP Colony,Visakhapatnam,53029,37KKZLO9658KYZF,2020-09-29 00:00:00,Active
24,Neha Das,Annapurna Super Mart,HoReCa,7282249127,nehadas1232@mail.com,"130, Nagar Yendada",Yendada,Visakhapatnam,53010,37DXJVM8421PE3Z,2022-04-05 00:00:00,Inactive
25,Sai Chowdary,Om Cool Drinks,HoReCa,9037728212,saichowdary825@mail.com,"163, Rd Gopalapatnam",Gopalapatnam,Visakhapatnam,53031,37QQXYD0273J477,2025-03-14 00:00:00,Active
26,Pooja Verma,Annapurna Cool Drinks,Retail,7292813331,poojaverma2511@mail.com,"104, Street Kurmannapalem",Kurmannapalem,Visakhapatnam,53099,37PCTLY2820CX18,2023-12-24 00:00:00,Active
27,Vamsi Yadav,Om Café,Retail,9543861102,vamsiyadav9111@example.com,"86, Nagar Kancharapalem",Kancharapalem,Visakhapatnam,53016,37QUVYG4260EW4A,2020-02-10 00:00:00,Active
28,Ravi Chowdary,Balaji Cool Drinks,Retail,8856066751,ravichowdary3648@example.com,"168, Street Dwaraka Nagar",Dwaraka Nagar,Visakhapatnam,53011,37THTJK4090O4NP,2024-04-09 00:00:00,Inactive
29,Mahesh Kumar,Venkateswara Café,Retail,7053584622,maheshkumar8357@example.com,"137, Rd Gopalapatnam",Gopalapatnam,Visakhapatnam,53050,37TMJGV9920UWA5,2023-05-13 00:00:00,Inactive
30,Ravi Das,Balaji Cool Drinks,HoReCa,7765122065,ravidas7944@demo.in,"180, Lane Yendada",Yendada,Visakhapatnam,53061,37AJABY3390ASR7,2021-10-18 00:00:00,Inactive
31,Arun Gupta,Sai Café,Retail,6350136071,arungupta1435@mail.com,"119, Lane Dwaraka Nagar",Dwaraka Nagar,Visakhapatnam,53044,37REPJD9874DVL1,2021-09-03 00:00:00,Active
32,Madhu Das,Lakshmi Cool Drinks,Retail,9940719594,madhudas5349@mail.com,"170, Nagar Dwaraka Nagar",Dwaraka Nagar,Visakhapatnam,53091,37FOXHO1233YJ8J,2023-06-05 00:00:00,Active
33,Suresh Nair,Om Beverages,Retail,9465161385,sureshnair8375@demo.in,"120, Lane Auto Nagar",Auto Nagar,Visakhapatnam,53017,37JOAJB9961HK2X,2022-12-31 00:00:00,Active
34,Ravi Kumar,Sai Super Mart,Retail,8458036542,ravikumar3654@demo.in,"16, Nagar Malkapuram",Malkapuram,Visakhapatnam,53003,37YXZHN1305O1NJ,2020-08-03 00:00:00,Active
35,Deepak Das,Lakshmi Hotel,HoReCa,8588307660,deepakdas1243@example.com,"185, Nagar Bheemunipatnam",Bheemunipatnam,Visakhapatnam,53065,37MZFQB5717L328,2022-02-08 00:00:00,Inactive
36,Vamsi Babu,Om Beverages,Retail,8471450475,vamsibabu2872@mail.com,"100, Nagar Auto Nagar",Auto Nagar,Visakhapatnam,53009,37NQLLY2541ETDO,2020-06-25 00:00:00,Inactive
37,Manikanta Joshi,Om Beverages,Retail,7851473880,manikantajoshi8415@example.com,"181, Rd Dabagardens",Dabagardens,Visakhapatnam,53071,37XFJJV1992RTKY,2024-08-13 00:00:00,Active
38,Naveen Sharma,Annapurna Café,HoReCa,9424368728,naveensharma4027@example.com,"119, Rd Marripalem",Marripalem,Visakhapatnam,53090,37RPGVR4664C4R7,2021-04-24 00:00:00,Active
39,Deepak Patel,Sree Beverages,HoReCa,8990808239,deepakpatel7469@example.com,"111, Street Malkapuram",Malkapuram,Visakhapatnam,53017,37EJHGI1564GE5U,2023-04-19 00:00:00,Active
40,Karthik Babu,Sree Cool Drinks,Wholesale,8019763510,karthikbabu3555@demo.in,"36, Street Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53066,37CSMCM9354QTNZ,2023-11-22 00:00:00,Active
41,Mahesh Shetty,Sai Café,Wholesale,6189538291,maheshshetty9185@demo.in,"112, Rd Maddilapalem",Maddilapalem,Visakhapatnam,53002,37KUWZF9017SUHZ,2021-12-12 00:00:00,Inactive
42,Pavan Reddy,Sai Café,Institutional,6388752999,pavanreddy5542@demo.in,"4, Lane Pendurthi",Pendurthi,Visakhapatnam,53080,37ULKUR5800OVTE,2020-05-31 00:00:00,Active
43,Deepak Naidu,Venkateswara Beverages,Institutional,6595544616,deepaknaidu1535@demo.in,"124, Nagar Venkojipalem",Venkojipalem,Visakhapatnam,53048,37CCOWW1784PGMS,2022-09-16 00:00:00,Inactive
44,Naveen Babu,Annapurna Hotel,Institutional,9247364092,naveenbabu8942@mail.com,"43, Rd Gajuwaka",Gajuwaka,Visakhapatnam,53009,37CJYCD6936G6QI,2021-03-28 00:00:00,Active
45,Sridhar Chowdary,Sree Beverages,Institutional,8581754071,sridharchowdary8680@mail.com,"10, Nagar Marripalem",Marripalem,Visakhapatnam,53060,37TNXAN0820WYG4,2021-10-21 00:00:00,Active
46,Sirisha Babu,Venkateswara Café,Wholesale,7060126235,sirishababu2128@mail.com,"114, Street Maddilapalem",Maddilapalem,Visakhapatnam,53064,37UNBMB2612DHHW,2023-08-21 00:00:00,Active
47,Rohit Joshi,Venkateswara General Stores,HoReCa,8626475137,rohitjoshi262@example.com,"162, Nagar Malkapuram",Malkapuram,Visakhapatnam,53092,37CANOU9196PHI6,2024-01-29 00:00:00,Active
48,Ravi Yadav,Sri Refreshments,Retail,9475541412,raviyadav1821@mail.com,"6, Street Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53033,37GURMX8995XS8W,2025-10-21 00:00:00,Active
49,Ravi Nair,Om Beverages,HoReCa,6556049240,ravinair4178@mail.com,"39, Street Auto Nagar",Auto Nagar,Visakhapatnam,53039,37UUWGY3495VAD0,2024-08-20 00:00:00,Active
50,Vamsi Shetty,Lakshmi Café,Wholesale,8897002828,vamsishetty7185@demo.in,"46, Rd Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53012,37GMABL1817Z41U,2020-08-01 00:00:00,Inactive
51,Suma Chowdary,Balaji Super Mart,Institutional,8987169598,sumachowdary4725@demo.in,"95, Nagar Pendurthi",Pendurthi,Visakhapatnam,53087,37UCWOY3186OKJG,2021-04-05 00:00:00,Active
52,Manikanta Sharma,Om Refreshments,Retail,8930250246,manikantasharma2533@example.com,"131, Nagar Malkapuram",Malkapuram,Visakhapatnam,53012,37DSWXP5426D3CB,2024-02-02 00:00:00,Active
53,Manikanta Shetty,Sri Café,Institutional,7724393968,manikantashetty2824@example.com,"87, Rd Dwaraka Nagar",Dwaraka Nagar,Visakhapatnam,53076,37PTOGF8436XFTZ,2020-09-08 00:00:00,Inactive
54,Madhu Kumar,Sri Beverages,Institutional,6742294235,madhukumar8201@mail.com,"41, Nagar Maddilapalem",Maddilapalem,Visakhapatnam,53049,37NCWSM6437N661,2021-12-21 00:00:00,Active
55,Arun Kumar,Lakshmi Super Mart,Wholesale,9476230282,arunkumar4815@mail.com,"64, Lane Auto Nagar",Auto Nagar,Visakhapatnam,53019,37AXAFC8676UC80,2021-10-07 00:00:00,Active
56,Anil Reddy,Sri Beverages,Retail,7119729113,anilreddy4946@example.com,"1, Nagar Marripalem",Marripalem,Visakhapatnam,53044,37TAODT9368WZF0,2020-06-07 00:00:00,Inactive
57,Sirisha Verma,Om Beverages,Retail,7243417581,sirishaverma6836@demo.in,"191, Lane Marripalem",Marripalem,Visakhapatnam,53099,37ZZEMF8087G5Q4,2021-05-29 00:00:00,Active
58,Sirisha Reddy,Sai Hotel,Institutional,6315486757,sirishareddy2195@example.com,"149, Rd Seethammadhara",Seethammadhara,Visakhapatnam,53025,37YGUUP9934CKB8,2023-07-22 00:00:00,Active
59,Naveen Patel,Sree Beverages,Retail,8581813913,naveenpatel3@example.com,"108, Street NAD",NAD,Visakhapatnam,53003,37DYEZO3251GODR,2024-03-05 00:00:00,Active
60,Deepak Reddy,Sri Beverages,Retail,7539762453,deepakreddy9244@mail.com,"24, Lane Yendada",Yendada,Visakhapatnam,53017,37ZKNTV7371TIU8,2023-06-20 00:00:00,Active
61,Arun Joshi,Sree General Stores,Retail,9801633003,arunjoshi8590@demo.in,"108, Rd Malkapuram",Malkapuram,Visakhapatnam,53073,37JFEIT9996HCKG,2025-05-11 00:00:00,Inactive
62,Rohit Iyer,Annapurna Hotel,Retail,8284927185,rohitiyer6873@demo.in,"38, Nagar Akkayyapalem",Akkayyapalem,Visakhapatnam,53026,37YUITK3025VCG9,2024-04-06 00:00:00,Inactive
63,Teja Kumar,Balaji Cool Drinks,Wholesale,7690754403,tejakumar8575@mail.com,"86, Rd Maharanipeta",Maharanipeta,Visakhapatnam,53044,37REFIJ9848VRQ8,2024-07-20 00:00:00,Inactive
64,Deepak Reddy,Venkateswara Café,Wholesale,6423177353,deepakreddy3899@example.com,"80, Nagar Old Town",Old Town,Visakhapatnam,53014,37FOTGU7414N0UE,2023-03-16 00:00:00,Active
65,Sirisha Joshi,Annapurna General Stores,Institutional,7693498109,sirishajoshi77@example.com,"125, Street MVP Colony",MVP Colony,Visakhapatnam,53018,37QEABG1949KMJM,2020-09-04 00:00:00,Active
66,Sirisha Kumar,Venkateswara Cool Drinks,Retail,8415228678,sirishakumar7155@mail.com,"116, Lane MVP Colony",MVP Colony,Visakhapatnam,53030,37JUWHS2067KQCZ,2021-07-28 00:00:00,Active
67,Neha Verma,Sai Refreshments,Wholesale,8175908419,nehaverma4095@demo.in,"70, Rd Kancharapalem",Kancharapalem,Visakhapatnam,53030,37ZMMMP7353H4X7,2024-11-07 00:00:00,Active
68,Vamsi Reddy,Venkateswara Super Mart,Institutional,6570557367,vamsireddy6253@mail.com,"175, Street Bheemunipatnam",Bheemunipatnam,Visakhapatnam,53048,37EQJUT3643HS0O,2020-04-21 00:00:00,Inactive
69,Sridhar Chowdary,Sree Super Mart,Institutional,8023614256,sridharchowdary8485@example.com,"193, Nagar Siripuram",Siripuram,Visakhapatnam,53080,37RKSNI3604TA3Q,2025-02-05 00:00:00,Active
70,Suresh Sharma,Annapurna Refreshments,HoReCa,6236400513,sureshsharma5989@example.com,"97, Rd Siripuram",Siripuram,Visakhapatnam,53065,37LHRXB0131NIQZ,2020-10-16 00:00:00,Active
71,Anusha Chowdary,Om General Stores,Wholesale,7190872139,anushachowdary5193@example.com,"75, Street Pendurthi",Pendurthi,Visakhapatnam,53090,37QJIVZ3294OQ3F,2025-04-05 00:00:00,Active
72,Pooja Verma,Sai Refreshments,HoReCa,7995305309,poojaverma5038@mail.com,"75, Street Malkapuram",Malkapuram,Visakhapatnam,53091,37JURRM0874RFPL,2025-06-07 00:00:00,Active
73,Rohit Shetty,Lakshmi Hotel,Institutional,6897334605,rohitshetty8486@example.com,"147, Rd Venkojipalem",Venkojipalem,Visakhapatnam,53047,37SSTKD8872PQ92,2025-02-17 00:00:00,Inactive
74,Sridhar Sharma,Om Cool Drinks,Institutional,8363746920,sridharsharma350@demo.in,"20, Rd Maddilapalem",Maddilapalem,Visakhapatnam,53099,37XKZKS8343KFHY,2022-01-18 00:00:00,Active
75,Akhil Naidu,Sai Hotel,HoReCa,6864610351,akhilnaidu8877@example.com,"84, Nagar Akkayyapalem",Akkayyapalem,Visakhapatnam,53078,37TJTTJ0855V1YP,2024-09-14 00:00:00,Inactive
76,Teja Joshi,Lakshmi Hotel,Wholesale,6819784211,tejajoshi1747@mail.com,"69, Nagar Old Town",Old Town,Visakhapatnam,53068,37WRLBB3752NU0E,2020-07-15 00:00:00,Active
77,Deepak Verma,Om Refreshments,Wholesale,9400389765,deepakverma8371@demo.in,"168, Lane Dwaraka Nagar",Dwaraka Nagar,Visakhapatnam,53051,37YUXON3389CM2G,2025-05-09 00:00:00,Active
78,Suresh Chowdary,Lakshmi General Stores,Institutional,7268459989,sureshchowdary4579@mail.com,"118, Rd Old Town",Old Town,Visakhapatnam,53094,37LYCKF8340WWO9,2025-08-05 00:00:00,Inactive
79,Ravi Verma,Sri Refreshments,Institutional,8998059974,raviverma1668@demo.in,"83, Rd Akkayyapalem",Akkayyapalem,Visakhapatnam,53069,37WCWYC6406AIG3,2021-01-04 00:00:00,Active
80,Sirisha Sharma,Sri General Stores,Wholesale,9201154405,sirishasharma4154@mail.com,"24, Street Auto Nagar",Auto Nagar,Visakhapatnam,53001,37DKEME7830CF4Y,2021-08-26 00:00:00,Active
81,Madhu Gupta,Sai General Stores,Institutional,7320219339,madhugupta1381@mail.com,"133, Street Kancharapalem",Kancharapalem,Visakhapatnam,53096,37JHYKZ2080ZEBN,2024-10-23 00:00:00,Active
82,Keerthi Verma,Sree Hotel,Retail,9606710051,keerthiverma6247@mail.com,"55, Lane Marripalem",Marripalem,Visakhapatnam,53003,37ELPWX3066UX8F,2023-02-12 00:00:00,Active
83,Harsha Naidu,Sree Super Mart,HoReCa,9459387598,harshanaidu8927@demo.in,"12, Rd Old Town",Old Town,Visakhapatnam,53005,37QDQJK8874REY9,2020-11-19 00:00:00,Active
84,Sirisha Reddy,Venkateswara Cool Drinks,Retail,7196782654,sirishareddy1371@demo.in,"96, Lane Anakapalle",Anakapalle,Visakhapatnam,53091,37DCRYO5304XDWX,2022-03-25 00:00:00,Inactive
85,Pavan Shetty,Om Café,Institutional,7838559996,pavanshetty7456@demo.in,"75, Lane Gopalapatnam",Gopalapatnam,Visakhapatnam,53058,37MKXKI7123YSHL,2020-06-26 00:00:00,Active
86,Lakshmi Das,Annapurna Cool Drinks,Retail,6721530043,lakshmidas5445@demo.in,"25, Rd Yendada",Yendada,Visakhapatnam,53060,37UGDZX7351D5PP,2025-03-17 00:00:00,Active
87,Akhil Shetty,Om Refreshments,Retail,7718776807,akhilshetty6072@mail.com,"118, Nagar Old Town",Old Town,Visakhapatnam,53076,37GXDEK8910ZUWO,2020-12-15 00:00:00,Active
88,Arun Shetty,Om Café,Wholesale,6536889939,arunshetty6201@mail.com,"198, Nagar Malkapuram",Malkapuram,Visakhapatnam,53068,37NIGPC0669OPZ5,2020-12-22 00:00:00,Active
89,Naveen Sharma,Om Beverages,Institutional,6204500287,naveensharma4203@mail.com,"104, Rd NAD",NAD,Visakhapatnam,53054,37PEQLS7271FMUI,2024-05-06 00:00:00,Active
90,Teja Reddy,Om Refreshments,Retail,8905546830,tejareddy3275@example.com,"154, Nagar MVP Colony",MVP Colony,Visakhapatnam,53050,37MOSGH3676Q2DX,2023-09-10 00:00:00,Active
91,Naveen Nair,Om Hotel,Institutional,9940827440,naveennair3717@example.com,"192, Lane Kurmannapalem",Kurmannapalem,Visakhapatnam,53059,37IZWNO3540EFUJ,2024-04-12 00:00:00,Active
92,Divya Naidu,Annapurna Refreshments,Retail,6912234915,divyanaidu4220@demo.in,"91, Street Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53057,37JTCGF2277DBXY,2021-04-06 00:00:00,Inactive
93,Prasad Babu,Venkateswara Super Mart,HoReCa,8643268415,prasadbabu8567@demo.in,"95, Rd Maddilapalem",Maddilapalem,Visakhapatnam,53055,37OHXJY5359WIIO,2021-06-30 00:00:00,Active
94,Vamsi Das,Sri Super Mart,Wholesale,8359170304,vamsidas7125@demo.in,"129, Nagar Bheemunipatnam",Bheemunipatnam,Visakhapatnam,53006,37JFJQL1494TMV6,2024-08-09 00:00:00,Active
95,Ramesh Kumar,Annapurna Beverages,Institutional,9297474705,rameshkumar4886@demo.in,"61, Lane Gopalapatnam",Gopalapatnam,Visakhapatnam,53012,37ZTLGV6294F2AV,2025-03-13 00:00:00,Inactive
96,Suresh Babu,Sree Café,HoReCa,8441686047,sureshbabu2148@demo.in,"119, Lane NAD",NAD,Visakhapatnam,53043,37DWEWB2650K5GZ,2024-03-30 00:00:00,Active
97,Lakshmi Sharma,Sai Beverages,Retail,9187372274,lakshmisharma3121@mail.com,"29, Rd Anakapalle",Anakapalle,Visakhapatnam,53090,37STRDB5075B3X3,2025-09-09 00:00:00,Active
98,Rohit Kumar,Annapurna Refreshments,Retail,9390797355,rohitkumar8074@example.com,"126, Lane Venkojipalem",Venkojipalem,Visakhapatnam,53037,37GZFHV2724P8LY,2024-03-02 00:00:00,Active
99,Divya Kumar,Annapurna Café,Wholesale,8529439949,divyakumar1803@demo.in,"111, Nagar PM Palem",PM Palem,Visakhapatnam,53030,37ENNTD9915BXMW,2024-09-22 00:00:00,Inactive
100,Sirisha Iyer,Sai Cool Drinks,HoReCa,8474491055,sirishaiyer8762@example.com,"188, Lane MVP Colony",MVP Colony,Visakhapatnam,53066,37LIEKN3265A0S0,2025-07-16 00:00:00,Active
101,Neha Nair,Sree Refreshments,Wholesale,7272570852,nehanair5035@demo.in,"47, Rd Maharanipeta",Maharanipeta,Visakhapatnam,53053,37BGQKT7351TIK1,2022-09-07 00:00:00,Active
102,Keerthi Yadav,Om Café,Institutional,7228185677,keerthiyadav5291@mail.com,"28, Rd Venkojipalem",Venkojipalem,Visakhapatnam,53067,37IEGMD2706N9OO,2025-05-31 00:00:00,Active
103,Arun Reddy,Venkateswara Super Mart,Institutional,8320862491,arunreddy3701@example.com,"103, Nagar Pendurthi",Pendurthi,Visakhapatnam,53030,37SFPKD7187N7CV,2023-08-04 00:00:00,Active
104,Arun Chowdary,Sri Super Mart,Institutional,7146083284,arunchowdary2060@example.com,"48, Lane Kurmannapalem",Kurmannapalem,Visakhapatnam,53054,37TIEQF2066NG1J,2025-08-10 00:00:00,Active
105,Vikram Patel,Balaji Beverages,HoReCa,7043747606,vikrampatel6489@mail.com,"119, Rd Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53083,37SXJPF4536RZ9N,2021-08-28 00:00:00,Inactive
106,Rohit Joshi,Balaji Super Mart,Institutional,6156323761,rohitjoshi6872@demo.in,"133, Nagar Old Town",Old Town,Visakhapatnam,53048,37ROQKV5466FUES,2022-07-05 00:00:00,Active
107,Neha Naidu,Lakshmi Café,Institutional,7920533382,nehanaidu9641@demo.in,"93, Nagar Venkojipalem",Venkojipalem,Visakhapatnam,53063,37GHFSS3153RB0E,2023-10-08 00:00:00,Active
108,Lakshmi Sharma,Sai Hotel,HoReCa,9090697939,lakshmisharma1908@mail.com,"35, Rd NAD",NAD,Visakhapatnam,53051,37LUIZI2352F62U,2023-05-21 00:00:00,Active
109,Keerthi Reddy,Annapurna Super Mart,HoReCa,9562727317,keerthireddy9354@mail.com,"81, Rd Gajuwaka",Gajuwaka,Visakhapatnam,53048,37OUPXE4130PH49,2020-06-19 00:00:00,Active
110,Deepak Yadav,Lakshmi Hotel,Wholesale,7391839767,deepakyadav3478@demo.in,"69, Nagar NAD",NAD,Visakhapatnam,53069,37PYZOI6766MCPN,2025-10-17 00:00:00,Active
111,Keerthi Kumar,Om Super Mart,HoReCa,8057495046,keerthikumar8395@demo.in,"90, Street Pendurthi",Pendurthi,Visakhapatnam,53024,37SDBAO0925JWP2,2021-05-10 00:00:00,Active
112,Ramesh Iyer,Sai Super Mart,HoReCa,6647638336,rameshiyer4089@mail.com,"82, Street Akkayyapalem",Akkayyapalem,Visakhapatnam,53029,37FAGQX0285MUF0,2020-08-25 00:00:00,Active
113,Naveen Verma,Sri Hotel,HoReCa,9436495564,naveenverma8065@demo.in,"154, Rd Maharanipeta",Maharanipeta,Visakhapatnam,53040,37JQVGY2691EJRU,2021-02-22 00:00:00,Active
114,Akhil Sharma,Sri General Stores,Institutional,6645600597,akhilsharma7303@demo.in,"67, Nagar Seethammadhara",Seethammadhara,Visakhapatnam,53017,37NRPII2402IOAH,2022-07-26 00:00:00,Inactive
115,Naveen Babu,Sai Hotel,Retail,6952059788,naveenbabu936@example.com,"80, Rd Auto Nagar",Auto Nagar,Visakhapatnam,53075,37SQJEI6269AWI6,2021-04-07 00:00:00,Inactive
116,Sai Yadav,Lakshmi Super Mart,HoReCa,9999469497,saiyadav4654@demo.in,"93, Rd Yendada",Yendada,Visakhapatnam,53028,37GFCXZ8576ORSN,2023-11-09 00:00:00,Active
117,Madhu Das,Balaji Cool Drinks,Wholesale,9879714882,madhudas7905@demo.in,"151, Street Seethammadhara",Seethammadhara,Visakhapatnam,53066,37GTRLO5307YKSE,2025-05-01 00:00:00,Active
118,Madhu Kumar,Lakshmi Beverages,Retail,6732476348,madhukumar8728@demo.in,"30, Nagar Anakapalle",Anakapalle,Visakhapatnam,53079,37HLNLZ8175C8YS,2024-06-05 00:00:00,Active
119,Arun Iyer,Balaji Hotel,HoReCa,6930159003,aruniyer6152@demo.in,"42, Rd Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53017,37RPZNJ9636ED46,2022-05-29 00:00:00,Inactive
120,Sai Sharma,Sai Café,Institutional,7421266236,saisharma7136@demo.in,"87, Lane Yendada",Yendada,Visakhapatnam,53051,37FRMFN9155IX2O,2024-04-16 00:00:00,Active
121,Divya Sharma,Venkateswara Beverages,Wholesale,9935633744,divyasharma9221@mail.com,"30, Street Resapuvanipalem",Resapuvanipalem,Visakhapatnam,53061,37KOCRN9467GIZ8,2024-04-15 00:00:00,Inactive
122,Divya Gupta,Lakshmi Cool Drinks,HoReCa,6254175999,divyagupta4290@mail.com,"29, Nagar NAD",NAD,Visakhapatnam,53012,37CRESB0854Z2IZ,2024-04-27 00:00:00,Inactive
123,Suma Gupta,Lakshmi Super Mart,HoReCa,8932609695,sumagupta7274@mail.com,"157, Rd Pendurthi",Pendurthi,Visakhapatnam,53083,37SAQDR8003K6A2,2020-12-25 00:00:00,Inactive
124,Divya Das,Sree Refreshments,Institutional,7059472912,divyadas9928@demo.in,"116, Lane Anakapalle",Anakapalle,Visakhapatnam,53039,37RABJQ1081BGI5,2023-01-17 00:00:00,Active
125,Naveen Babu,Venkateswara Super Mart,Institutional,6898832509,naveenbabu3776@example.com,"147, Street Siripuram",Siripuram,Visakhapatnam,53059,37VLNWK9531OJZR,2023-06-24 00:00:00,Inactive
126,Sridhar Kumar,Sree General Stores,Retail,9905738641,sridharkumar8294@demo.in,"82, Rd Akkayyapalem",Akkayyapalem,Visakhapatnam,53023,37KNBTC5219T6ZZ,2023-01-25 00:00:00,Active
127,Pooja Reddy,Lakshmi Hotel,Institutional,7615770742,poojareddy4164@mail.com,"19, Street Old Town",Old Town,Visakhapatnam,53018,37WAEXV2852W7IP,2022-09-25 00:00:00,Inactive
128,Mahesh Das,Venkateswara Super Mart,HoReCa,7024990612,maheshdas2223@demo.in,"128, Rd Siripuram",Siripuram,Visakhapatnam,53002,37JXRBX2918QY8K,2025-06-14 00:00:00,Active
129,Madhu Nair,Om Cool Drinks,Institutional,6348238640,madhunair6799@mail.com,"61, Lane PM Palem",PM Palem,Visakhapatnam,53050,37FAGLZ8727KWNP,2025-05-13 00:00:00,Active
130,Sai Sharma,Sai Hotel,Retail,7351350585,saisharma2117@demo.in,"162, Lane Seethammadhara",Seethammadhara,Visakhapatnam,53011,37CXIKJ6912F3QU,2023-09-26 00:00:00,Active
